PERMNO,DelistingDt,DelDtPrc,DelDtPrcFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,DelPERMNO,DelPERMCO,DelRet,DelRetMissType,DelNextDt,DelNextPrc,DelNextPrcFlg,DelAmtDt,DelDivAmt,DelDisType,DelDlyDt,PrimaryExch,SICCD,NASDIssuno
14012,2015-01-09,19.600000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.007652,NA,,,DA,2015-01-12,19.749970,D1,2015-01-12,R,6726,0
14013,2018-04-06,20.750000,TR,MER,FPAY,UNAV,STK,17776,56349,-0.001928,NA,,,DA,2018-04-09,20.710000,D1,2018-04-09,R,6726,0
14014,2018-04-06,20.770000,TR,MER,FPAY,UNAV,STK,17761,56349,0.000241,NA,,,DA,2018-04-09,20.775000,D1,2018-04-09,R,6726,0
14017,2016-09-02,29.310000,BA,MER,FPAY,UNAV,CASH,0,53688,0.032071,NA,,,DA,2016-09-06,30.250000,D1,2016-09-06,N,7011,0
14018,2014-12-24,16.900000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.025546,NA,,,DA,2014-12-26,17.331720,D1,2014-12-26,R,6726,0
14019,2023-12-07,1.940000,TR,GDR,VCL,CORQ,PRCF,0,0,,DM,,,DM,,,NO,2023-12-08,N,8711,0
14021,2016-03-29,100.800000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000201,NA,,,DA,2016-03-30,100.820300,D1,2016-03-30,R,6726,0
14022,2018-03-26,25.620000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.038251,NA,,,DA,2018-03-27,24.640000,D1,2018-03-27,R,6726,0
14023,2023-03-30,26.590000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000053,NA,,,DA,2023-03-31,26.591410,D1,2023-03-31,R,6726,0
14025,2020-03-30,26.020000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.001713,NA,,,DA,2020-03-31,26.064580,D1,2020-03-31,R,6726,0
14026,2018-11-26,2.130000,TR,GDR,VCL,INSC,PRCF,0,0,-0.342723,NA,2018-11-27,1.400000,DP,2018-11-27,0.000000,NO,2018-11-27,N,1321,0
14028,2023-10-18,21.815000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.009182,NA,,,DA,2023-10-19,22.015300,D1,2023-10-19,R,6726,0
14029,2014-12-19,25.000000,TR,MER,FPAY,UNAV,CST,50972,21183,0.030967,NA,,,DA,2014-12-22,25.774172,D2,2014-12-22,N,4833,0
14034,2019-03-28,21.750000,TR,MER,FPAY,UNAV,STK,13787,54326,-0.028070,NA,,,DA,2019-03-29,21.139470,D1,2019-03-29,A,6798,0
14035,2022-03-08,42.010000,TR,MER,FPAY,UNAV,STK,13356,54048,-0.055582,NA,,,DA,2022-03-09,39.675000,D1,2022-03-09,N,1311,0
14036,2024-02-29,11.230000,TR,MER,FPAY,UNAV,STK,67598,20891,0.026305,NA,,,DA,2024-03-01,11.525400,D1,2024-03-01,N,6798,0
14039,2024-01-22,42.310000,TR,MER,FPAY,UNAV,STK,81045,30500,0.008376,NA,,,DA,2024-01-23,42.664380,D1,2024-01-23,N,6798,0
14040,2020-03-31,8.620000,TR,MER,FPAY,UNAV,STK,91937,52120,0.012869,NA,,,DA,2020-04-01,8.730933,D1,2020-04-01,N,4812,0
14041,2018-02-27,183.370000,TR,MER,FPAY,UNAV,STK,65875,20288,-0.011485,NA,,,DA,2018-02-28,181.264000,D1,2018-02-28,A,5731,0
14042,2017-08-03,11.440000,TR,MER,FPAY,UNAV,CST,14716,54909,-0.030376,NA,,,DA,2017-08-04,11.092500,D2,2017-08-04,N,7389,0
14043,2017-02-10,23.450000,TR,MER,FPAY,UNAV,CASH,0,21095,0.002132,NA,,,DA,2017-02-13,23.500000,D1,2017-02-13,N,1531,0
14046,2023-10-04,0.658000,TR,GDR,VCL,FING,PRCF,0,0,0.124620,NA,2023-10-05,0.740000,DP,2023-10-05,0.000000,NO,2023-10-05,Q,9999,72499
14048,2016-02-24,47.985000,BA,GLI,FPAY,UNAV,UNAV,0,0,-0.000113,NA,,,DA,2016-02-25,47.979600,D1,2016-02-25,Q,6726,72436
14049,2016-06-03,0.768200,TR,GDR,VCL,INSC,PRCF,0,0,-0.192919,NA,2016-06-06,0.620000,DP,2016-06-06,0.000000,NO,2016-06-06,N,4922,72551
14050,2021-03-18,8.500000,TR,MER,FPAY,UNAV,STK,92694,53033,-0.024704,NA,,,DA,2021-03-19,8.290020,D1,2021-03-19,Q,9999,72654
14052,2015-05-01,16.550000,TR,MER,FPAY,UNAV,CASH,0,0,-0.003021,NA,,,DA,2015-05-04,16.500000,D1,2015-05-04,Q,9999,72274
14053,2015-10-27,0.037200,TR,GDR,VCL,SERQ,PRCF,0,0,-0.086022,NA,2015-10-28,0.034000,DP,2015-10-28,0.000000,NO,2015-10-28,Q,9999,71860
14054,2024-01-22,58.700000,TR,MER,FPAY,UNAV,CSHN,0,20331,-0.011925,MV,,,DA,2024-01-23,0.000000,D2,2024-01-23,Q,9999,72480
14055,2019-04-22,0.890000,TR,MER,FPAY,UNAV,USNC,18483,56689,-0.067403,MV,,,DA,2019-04-23,0.000000,D2,2019-04-23,Q,9999,70719
14057,2017-05-22,11.575000,TR,MER,FPAY,UNAV,CASH,0,0,0.002160,NA,,,DA,2017-05-23,11.600000,D1,2017-05-23,Q,9999,72617
14062,2014-11-12,58.400000,TR,MER,FPAY,UNAV,CASH,0,-5,0.001712,NA,,,DA,2014-11-13,58.500000,D1,2014-11-13,N,1382,0
14063,2016-11-28,36.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2016-11-29,36.000000,D1,2016-11-29,N,8742,0
14064,2014-12-24,16.000000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.077942,NA,,,DA,2014-12-26,17.247070,D1,2014-12-26,R,6726,0
14065,2016-12-01,22.580000,TR,MER,FPAY,UNAV,STK,85675,15867,0.034098,NA,,,DA,2016-12-02,23.349940,D1,2016-12-02,N,8062,0
14070,2018-10-10,36.470000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000576,NA,,,DA,2018-10-11,36.491000,D1,2018-10-11,R,6733,0
14073,2018-02-09,29.000000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.001507,NA,,,DA,2018-02-12,28.956300,D1,2018-02-12,R,6726,0
14075,2024-03-25,14.550000,TR,MER,FPAY,UNAV,STK,87016,16622,0.050363,NA,,,DA,2024-03-26,15.282780,D1,2024-03-26,N,7372,0
14077,2015-07-22,16.090000,TR,MER,FPAY,UNAV,STK,12683,53719,-0.004700,NA,,,DA,2015-07-23,16.014370,D1,2015-07-23,N,4922,0
14086,2017-07-07,17.290000,TR,MER,FPAY,UNAV,CASH,0,0,0.000578,NA,,,DA,2017-07-10,17.300000,D1,2017-07-10,N,5171,0
14087,2018-02-01,3.700000,TR,MER,FPAY,UNAV,CUS,0,0,0.219676,NA,,,DA,2018-02-02,4.512800,D2,2018-02-02,N,7311,0
14093,2024-11-20,0.179000,TR,GDR,VCL,FING,PRCF,0,0,,DM,,,DM,,,NO,2024-11-21,Q,9999,72183
14094,2023-05-12,0.260000,TR,GDR,VCL,CORQ,PRCF,0,0,-0.038462,NA,2023-05-15,0.250000,DP,2023-05-15,0.000000,NO,2023-05-15,Q,8071,70248
14095,2019-07-31,23.910000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2019-08-01,23.910000,D1,2019-08-01,Q,7371,72554
14099,2022-07-12,0.798100,TR,MER,FPAY,UNAV,STK,17381,56262,0.165468,NA,,,DA,2022-07-13,0.930160,D1,2022-07-13,Q,5191,72698
14101,2016-10-31,42.090000,TR,MER,FPAY,UNAV,CNC,0,11965,-0.326443,MV,,,DA,2016-11-01,0.000000,D2,2016-11-01,Q,9999,72406
14105,2020-03-11,0.230000,TR,GDR,VCL,INSC,PRCF,0,0,-0.217391,NA,2020-03-13,0.180000,DP,2020-03-13,0.000000,NO,2020-03-12,Q,2834,53942
14106,2020-12-31,53.680000,TR,MER,FPAY,UNAV,STK,90720,46846,-0.026139,NA,,,DA,2021-01-04,52.276870,D1,2021-01-04,Q,9999,72737
14127,2024-09-16,1.250000,TR,GDR,VCL,CORQ,PRCF,0,0,-0.072000,NA,2024-09-17,1.160000,DP,2024-09-17,0.000000,NO,2024-09-17,A,6211,0
14128,2023-10-06,20.730000,TR,MER,FPAY,UNAV,USTK,0,0,0.023900,NA,,,DA,2023-10-09,21.225440,D1,2023-10-09,N,6726,0
14129,2018-04-06,24.220000,TR,MER,FPAY,UNAV,STK,17760,56349,0.001610,NA,,,DA,2018-04-09,24.259000,D1,2018-04-09,R,6726,0
14130,2018-04-06,24.200000,TR,MER,FPAY,UNAV,STK,17758,56349,-0.000413,NA,,,DA,2018-04-09,24.190000,D1,2018-04-09,R,6726,0
14131,2017-09-18,17.100000,TR,MER,FPAY,UNAV,CASH,0,53688,0.001170,NA,,,DA,2017-09-19,17.120000,D1,2017-09-19,N,6531,0
14134,2023-05-25,25.330000,TR,MER,FPAY,UNAV,CASH,0,0,-0.000869,NA,,,DA,2023-05-26,25.308000,D2,2023-05-26,N,1474,0
14140,2021-11-08,16.500000,TR,GEX,FPAY,UNAV,USTK,0,0,0.042225,NA,,,DA,2021-11-09,17.196720,D1,2021-11-09,N,1011,0
14142,2021-06-28,15.780000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.288340,NA,,,DA,2021-06-29,11.230000,D1,2021-06-29,N,6726,0
14143,2016-10-27,0.359100,TR,GDR,VCL,INSF,PRCF,0,0,-0.303815,NA,2016-10-28,0.250000,DP,2016-10-28,0.000000,NO,2016-10-28,N,3674,0
14148,2016-07-29,0.781500,TR,GDR,VCL,LP,PRCF,0,0,0.004479,NA,2016-08-01,0.785000,DP,2016-08-01,0.000000,NO,2016-08-01,Q,9999,72779
14149,2023-01-23,10.500000,TR,MER,FPAY,UNAV,CASH,0,54396,0.000000,NA,,,DA,2023-01-24,10.500000,D1,2023-01-24,Q,9999,73040
14150,2017-07-26,2.450000,TR,MER,FPAY,UNAV,CASH,0,14305,0.000000,NA,,,DA,2017-07-27,2.450000,D1,2017-07-27,Q,9999,72495
14152,2015-03-03,0.099900,TR,GDR,VCL,BKPY,PRCF,0,0,-0.279279,NA,2015-03-04,0.072000,DP,2015-03-04,0.000000,NO,2015-03-04,Q,2890,70061316
14153,2014-12-05,9.845000,BA,GDR,VCL,SHLD,PRCF,0,0,-0.003555,NA,2014-12-09,9.810000,DP,2014-12-09,0.000000,NO,2014-12-08,Q,9999,72767
14156,2020-05-27,19.980200,TR,GLI,FPAY,UNAV,UNAV,0,0,0.003721,NA,,,DA,2020-05-28,20.054540,D1,2020-05-28,Q,6726,73120
14157,2018-01-10,11.850000,TR,MER,FPAY,UNAV,CASH,0,0,0.004219,NA,,,DA,2018-01-11,11.900000,D1,2018-01-11,Q,9999,73038
14159,2022-09-09,22.980000,TR,MER,FPAY,UNAV,CASH,0,45483,0.000870,NA,,,DA,2022-09-12,23.000000,D1,2022-09-12,Q,9999,73041
14160,2018-07-30,137.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2018-07-31,137.000000,D1,2018-07-31,Q,9999,72751
14161,2021-04-15,38.000000,TR,MER,FPAY,UNAV,CASH,0,216,0.000000,NA,,,DA,2021-04-16,38.000000,D1,2021-04-16,Q,9999,72780
14164,2017-09-05,2.600000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2017-09-06,2.600000,D1,2017-09-06,Q,9999,73036
14165,2014-11-19,22.590000,TR,MER,FPAY,UNAV,CASH,0,0,0.000443,NA,,,DA,2014-11-20,22.600000,D1,2014-11-20,Q,9999,72552
14167,2023-07-10,39.950000,TR,MER,FPAY,UNAV,CASH,0,0,0.001252,NA,,,DA,2023-07-11,40.000000,D1,2023-07-11,Q,9999,72955
14168,2020-03-13,26.740000,TR,MER,FPAY,UNAV,CASH,0,0,0.000374,NA,,,DA,2020-03-16,26.750000,D1,2020-03-16,Q,9999,72898
14173,2020-01-13,0.240100,TR,GDR,VCL,LP,PRCF,0,0,-0.216993,NA,2020-01-14,0.188000,DP,2020-01-14,0.000000,NO,2020-01-14,Q,9999,72765
14174,2021-09-08,6.240000,TR,GDR,VCL,DERE,PRCF,0,0,-0.381410,NA,2021-09-09,3.860000,DP,2021-09-09,0.000000,NO,2021-09-09,Q,6211,70010067
14175,2023-06-30,27.090000,TR,MER,FPAY,UNAV,STK,88970,41464,0.014347,NA,,,DA,2023-07-03,27.478660,D1,2023-07-03,Q,6022,70060458
14176,2021-11-19,178.750000,TR,MER,FPAY,UNAV,CASH,0,21188,0.006993,NA,,,DA,2021-11-22,180.000000,D1,2021-11-22,Q,9999,72932
14177,2024-05-14,132.840000,TR,MER,FPAY,UNAV,CASH,0,51337,0.001204,NA,,,DA,2024-05-15,133.000000,D1,2024-05-15,N,2431,0
14180,2015-08-28,17.440000,TR,MER,FPAY,UNAV,STK,13679,54256,0.010994,NA,,,DA,2015-08-31,17.631730,D1,2015-08-31,N,6726,0
14184,2021-12-07,19.280000,TR,MER,FPAY,UNAV,CASH,0,0,0.001037,NA,,,DA,2021-12-08,19.300000,D1,2021-12-08,N,6798,0
14188,2019-04-30,21.820000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.000260,NA,,,DA,2019-05-01,21.814320,D1,2019-05-01,R,6726,0
14198,2018-06-22,83.950000,TR,MER,FPAY,UNAV,CASH,0,0,0.000596,NA,,,DA,2018-06-25,84.000000,D1,2018-06-25,Q,3812,232
14209,2020-09-17,55.880000,TR,MER,FPAY,UNAV,CASH,0,0,0.002147,NA,,,DA,2020-09-18,56.000000,D1,2020-09-18,N,4813,0
14214,2018-07-13,11.450000,TR,MER,FPAY,UNAV,CASH,0,0,0.004367,NA,,,DA,2018-07-16,11.500000,D1,2018-07-16,N,6799,0
14216,2016-03-18,25.860000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.002304,NA,,,DA,2016-03-21,25.800420,D1,2016-03-21,R,6726,0
14220,2021-08-31,77.980000,TR,MER,FPAY,UNAV,CASH,0,52388,0.000256,NA,,,DA,2021-09-01,78.000000,D1,2021-09-01,N,7374,0
14223,2019-05-24,36.620000,TR,MER,FPAY,UNAV,STK,18581,52902,-0.015292,NA,,,DA,2019-05-28,36.060000,D1,2019-05-28,R,6726,0
14227,2014-02-14,27.980000,TR,MER,FPAY,UNAV,CASH,0,0,0.000715,NA,,,DA,2014-02-18,28.000000,D1,2014-02-18,Q,3660,371
14228,2022-10-31,20.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2022-11-01,20.000000,D1,2022-11-01,N,5171,0
14230,2017-05-31,7.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.001252,NA,,,DA,2017-06-01,8.000000,D1,2017-06-01,N,6162,0
14232,2024-03-22,0.640100,TR,GDR,VCL,CORQ,PRCF,0,0,0.562256,NA,2024-04-04,1.000000,DP,2024-04-04,0.000000,NO,2024-03-25,Q,3577,73339
14233,2017-10-30,23.850000,TR,MER,FPAY,UNAV,STK,12683,53719,-0.008692,NA,,,DA,2017-10-31,23.642690,D1,2017-10-31,N,4925,0
14236,2016-04-27,1.020000,TR,GDR,VCL,INSC,PRCF,0,0,0.225490,NA,2016-04-28,1.250000,DP,2016-04-28,0.000000,NO,2016-04-28,Q,9999,71552
14237,2021-12-22,0.240000,TR,GDR,VCL,FING,PRCF,0,0,-0.166667,NA,2021-12-23,0.200000,DP,2021-12-23,0.000000,NO,2021-12-23,Q,9999,48848
14238,2022-11-18,15.250000,TR,MER,FPAY,UNAV,CASH,0,42936,0.000000,NA,,,DA,2022-11-21,15.250000,D1,2022-11-21,Q,9999,72770
14241,2023-10-20,33.790000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.002263,NA,,,DA,2023-10-23,33.866470,D1,2023-10-23,Q,6726,73276
14244,2021-02-10,9.490000,TR,MER,FPAY,UNAV,CASH,0,0,0.001054,NA,,,DA,2021-02-11,9.500000,D1,2021-02-11,Q,9999,72800
14246,2015-04-20,3.110000,TR,GDR,VCL,CORQ,PRCF,0,0,,DG,2015-05-11,0.500000,DP,2015-05-11,0.000000,NO,2015-04-21,Q,1000,60848
14247,2019-06-12,0.174000,TR,GDR,VCL,BKPY,PRCF,0,0,-0.747126,NA,2019-06-13,0.044000,DP,2019-06-13,0.000000,NO,2019-06-13,Q,5992,72541
14249,2015-11-24,8.850000,TR,GDR,VCL,FING,PRCF,0,0,-0.056497,NA,2015-11-25,8.350000,DP,2015-11-25,0.000000,NO,2015-11-25,Q,9999,73118
14253,2017-10-05,0.226900,TR,GDR,VCL,LP,PRCF,0,0,-0.524019,NA,2017-10-06,0.108000,DP,2017-10-06,0.000000,NO,2017-10-06,Q,9999,71637
14254,2016-08-30,0.280000,TR,GDR,VCL,INSC,PRCF,0,0,-0.303571,NA,2016-08-31,0.195000,DP,2016-08-31,0.000000,NO,2016-08-31,Q,7389,38709
14256,2016-07-12,36.980000,TR,MER,FPAY,UNAV,CASH,0,41870,0.000541,NA,,,DA,2016-07-13,37.000000,D1,2016-07-13,Q,9999,72852
14260,2017-03-23,55.870000,TR,MER,FPAY,UNAV,CST,92655,7267,-0.000931,NA,,,DA,2017-03-24,55.818000,D2,2017-03-24,Q,9999,73044
14261,2016-02-09,0.012500,TR,GDR,VCL,BKPY,PRCF,0,0,0.520000,NA,2016-02-10,0.019000,DP,2016-02-10,0.000000,NO,2016-02-10,Q,9999,72376
14262,2023-02-22,0.307300,TR,GDR,VCL,FING,PRCF,0,0,-0.134396,NA,2023-02-23,0.266000,DP,2023-02-23,0.000000,NO,2023-02-23,Q,9999,70050745
14266,2015-05-11,0.099400,BA,GDR,VCL,BKPY,PRCF,0,0,-0.476861,NA,2015-05-12,0.052000,DP,2015-05-12,0.000000,NO,2015-05-12,A,1382,0
14267,2017-12-21,16.510000,TR,MER,FPAY,UNAV,CASH,0,0,-0.000606,NA,,,DA,2017-12-22,16.500000,D1,2017-12-22,N,5171,0
14271,2018-02-09,27.540000,TR,MER,FPAY,UNAV,CASH,0,0,0.000363,NA,,,DA,2018-02-12,27.550000,D1,2018-02-12,N,3577,0
14274,2024-12-09,2.650000,TR,GDR,VCL,EQRQ,PRCF,0,0,-0.494340,NA,2024-12-10,1.340000,DP,2024-12-10,0.000000,NO,2024-12-10,N,5719,0
14278,2015-03-20,42.010000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.007915,NA,,,DA,2015-03-21,42.342500,D1,2015-03-23,R,6726,0
14279,2021-06-15,20.460000,TR,MER,FPAY,UNAV,CASH,0,0,0.001955,NA,,,DA,2021-06-16,20.500000,D2,2021-06-16,Q,7011,73513
14283,2024-02-16,10.315000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.004169,NA,,,DA,2024-02-20,10.358000,D1,2024-02-20,R,6726,0
14284,2024-05-17,18.635000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.010840,NA,,,DA,2024-05-20,18.433000,D1,2024-05-20,R,6726,0
14287,2020-09-25,8.090000,TR,MER,FPAY,UNAV,STK,14902,55011,0.000103,NA,,,DA,2020-09-28,8.090837,D1,2020-09-28,N,6726,0
14288,2016-06-17,0.450000,TR,GDR,VCL,MVOT,PRCF,0,0,-0.522222,NA,2016-06-20,0.215000,DP,2016-06-20,0.000000,NO,2016-06-20,N,7389,0
14289,2016-01-21,3.350000,TR,MER,FPAY,UNAV,CASH,46877,20268,0.000000,NA,,,DA,2016-01-22,3.350000,D1,2016-01-22,A,4841,0
14290,2015-04-28,17.500000,TR,MER,FPAY,UNAV,CASH,0,53397,0.002857,NA,,,DA,2015-04-29,17.550000,D1,2015-04-29,N,4813,0
14291,2017-04-26,7.950000,TR,MER,FPAY,UNAV,CASH,0,2381,0.006289,NA,,,DA,2017-04-27,8.000000,D1,2017-04-27,N,4923,0
14292,2015-05-11,25.500000,TR,MER,FPAY,UNAV,CASH,0,53876,0.000000,NA,,,DA,2015-05-12,25.500000,D1,2015-05-12,N,2434,0
14295,2022-10-27,53.700000,TR,MER,FPAY,UNAV,CASH,0,0,0.009311,NA,,,DA,2022-10-28,54.200000,D1,2022-10-28,N,7375,0
14298,2020-03-30,6.720000,TR,GDR,VCL,CORQ,PRCF,0,0,0.021577,NA,2020-03-31,0.865000,DP,2020-03-31,6.000000,D1,2020-03-31,N,6799,0
14299,2022-08-17,1.600000,TR,GDR,VCL,DELQ,PRCF,0,0,-0.687500,NA,2022-08-18,0.500000,DP,2022-08-18,0.000000,NO,2022-08-18,N,7822,0
14303,2016-04-29,17.430000,TR,MER,FPAY,UNAV,STK,15948,55525,0.179137,NA,,,DA,2016-05-02,20.552350,D1,2016-05-02,Q,9999,70008465
14304,2017-10-05,21.250000,TR,MER,FPAY,UNAV,STK,13267,53998,-0.032647,NA,,,DA,2017-10-06,20.556250,D1,2017-10-06,Q,9999,73004
14305,2016-07-11,30.240000,TR,MER,FPAY,UNAV,CASH,0,52377,0.000331,NA,,,DA,2016-07-12,30.250000,D1,2016-07-12,Q,2834,73104
14309,2017-03-22,23.360000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.002071,NA,,,DA,2017-03-23,23.311630,D1,2017-03-23,Q,6726,73408
14311,2015-11-17,4.810000,TR,MER,FPAY,UNAV,CASH,0,0,0.018711,NA,,,DA,2015-11-18,4.900000,D1,2015-11-18,Q,9999,73525
14312,2022-04-06,21.030000,TR,MER,FPAY,UNAV,CASH,0,0,-0.001427,NA,,,DA,2022-04-07,21.000000,D1,2022-04-07,Q,9999,73174
14319,2021-03-05,21.990000,TR,MER,FPAY,UNAV,CASH,0,20616,0.000455,NA,,,DA,2021-03-08,22.000000,D1,2021-03-08,Q,9999,73315
14320,2017-02-28,30.410000,TR,MER,FPAY,UNAV,CASH,0,0,-0.002302,NA,,,DA,2017-03-01,30.340000,D1,2017-03-01,Q,9999,73350
14321,2016-08-31,31.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.000313,NA,,,DA,2016-09-01,32.000000,D1,2016-09-01,Q,9999,73253
14324,2015-10-26,10.000000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000000,NA,,,DA,2015-10-30,10.000000,D1,2015-10-27,Q,9999,73012
14327,2015-09-30,17.400000,TR,MER,FPAY,UNAV,CST,91277,41998,0.017025,NA,,,DA,2015-10-01,17.696228,D2,2015-10-01,Q,9999,73348
14334,2022-09-14,10.370000,TR,MER,FPAY,UNAV,STK,49744,21431,-0.017676,NA,,,DA,2022-09-15,10.186700,D1,2022-09-15,N,6798,0
14335,2018-09-19,32.070000,TR,MER,FPAY,UNAV,STK,84723,15434,0.007320,NA,,,DA,2018-09-20,32.304750,D1,2018-09-20,A,6799,0
14337,2017-11-30,31.100000,TR,MER,FPAY,UNAV,CASH,0,55564,0.000000,NA,,,DA,2017-12-01,31.100000,D1,2017-12-01,N,6311,0
14340,2017-04-17,12.495000,BA,MER,FPAY,UNAV,CASH,0,55421,0.000400,NA,,,DA,2017-04-18,12.500000,D1,2017-04-18,N,3572,0
14341,2016-08-24,53.639900,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.008546,NA,,,DA,2016-08-25,53.181500,D1,2016-08-25,R,6726,0
14342,2019-01-09,42.240000,TR,MER,FPAY,UNAV,CASH,0,32066,0.000237,NA,,,DA,2019-01-10,42.250000,D1,2019-01-10,N,4612,0
14344,2023-12-28,11.330000,TR,MER,FPAY,UNAV,CASH,0,0,0.003314,NA,,,DA,2023-12-29,11.367550,D1,2023-12-29,N,4412,0
14345,2020-05-27,38.060000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.002681,NA,,,DA,2020-05-28,38.162030,D1,2020-05-28,Q,6726,73669
14347,2020-05-27,14.855000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.024030,NA,,,DA,2020-05-28,15.211960,D1,2020-05-28,Q,6726,73663
14350,2016-09-22,43.780000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.002434,NA,,,DA,2016-09-23,43.886540,D1,2016-09-23,Q,6726,73665
14351,2015-05-21,11.010000,TR,MER,FPAY,UNAV,CASH,0,31197,-0.000908,NA,,,DA,2015-05-22,11.000000,D1,2015-05-22,Q,9999,73119
14352,2021-08-27,9.250000,TR,MER,FPAY,UNAV,CASH,0,56498,0.000000,NA,,,DA,2021-08-30,9.250000,D1,2021-08-30,Q,9999,73329
14354,2018-12-21,20.680000,TR,MER,FPAY,UNAV,STK,18318,53120,-0.031915,NA,,,DA,2018-12-24,20.020000,D1,2018-12-24,Q,6726,99995056
14355,2023-11-07,0.350000,TR,GDR,VCL,FING,PRCF,0,0,-0.128571,NA,2023-11-08,0.305000,DP,2023-11-08,0.000000,NO,2023-11-08,Q,2040,70000484
14356,2016-11-03,0.110200,TR,GDR,VCL,LP,PRCF,0,0,-0.446461,NA,2016-11-04,0.061000,DP,2016-11-04,0.000000,NO,2016-11-04,Q,9999,73189
14358,2024-08-20,0.525800,TR,GDR,VCL,FING,PRCF,0,0,0.236211,NA,2024-08-21,0.650000,DP,2024-08-21,0.000000,NO,2024-08-21,Q,7997,63146
14377,2023-03-31,97.710000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000357,NA,,,DA,2023-04-03,97.744920,D1,2023-04-03,R,6726,0
14378,2020-02-10,15.000000,TR,MER,FPAY,UNAV,CASH,0,11901,0.000000,NA,,,DA,2020-02-11,15.000000,D1,2020-02-11,N,8322,0
14380,2022-05-06,0.488300,TR,GDR,VCL,BKPY,PRCF,0,0,-0.866885,NA,2022-05-11,0.065000,DP,2022-05-11,0.000000,NO,2022-05-09,N,1389,0
14383,2018-05-31,17.750000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.001427,NA,,,DA,2018-06-01,17.775330,D1,2018-06-01,R,6726,0
14384,2019-11-12,26.900000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.008091,NA,,,DA,2019-11-13,27.117650,D1,2019-11-13,R,6726,0
14386,2014-09-23,38.160000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.005101,NA,,,DA,2014-09-24,38.354660,D1,2014-09-24,R,6726,0
14388,2020-10-16,53.543500,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.007038,NA,,,DA,2020-10-19,53.166670,D1,2020-10-19,R,6726,0
14389,2014-09-29,20.790000,BA,GLI,FPAY,UNAV,UNAV,0,0,0.002620,NA,,,DA,2014-09-30,20.844470,D1,2014-09-30,R,6726,0
14390,2014-09-29,20.400000,BA,GLI,FPAY,UNAV,UNAV,0,0,0.004075,NA,,,DA,2014-09-30,20.483140,D1,2014-09-30,R,6726,0
14391,2014-09-29,20.015000,BA,GLI,FPAY,UNAV,UNAV,0,0,0.000605,NA,,,DA,2014-09-30,20.027100,D1,2014-09-30,R,6726,0
14392,2019-05-22,0.160000,TR,GDR,VCL,LP,PRCF,0,0,-0.543750,NA,2019-05-24,0.073000,DP,2019-05-24,0.000000,NO,2019-05-23,N,1382,0
14393,2017-07-31,23.750000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2017-08-01,23.750000,D1,2017-08-01,N,7011,0
14394,2017-03-09,16.220000,TR,GDR,VCL,CORQ,PRCF,0,0,0.003699,NA,2017-03-10,16.280000,DP,2017-03-10,0.000000,NO,2017-03-10,N,912,0
14395,2015-09-18,44.660000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000451,NA,,,DA,2015-10-28,44.680160,D1,2015-09-21,R,6726,0
14396,2015-09-18,39.040000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.032956,NA,,,DA,2015-10-28,40.326610,D1,2015-09-21,R,6726,0
